"","Gene symbol","Gene names","up_regulate","down_regulate","n_literature","up_down","percentage"
"10642","TGM3","transglutaminase 3, E polypeptide",2,0,2,"up",1
"10643","TGM5","transglutaminase 5",1,0,1,"up",1
"10644","TGOLN2","trans-golgi network protein 2",2,0,2,"up",1
"10645","THAP1","THAP domain containing, apoptosis associated protein 1",1,1,2,"down",0.5
"10646","THAP11","THAP domain containing 11",0,1,1,"down",1
"10647","THAP12","THAP domain containing 12",0,1,1,"down",1
"10648","THAP3","THAP domain containing, apoptosis associated protein 3",0,1,1,"down",1
"10649","THAP4","THAP domain containing 4",1,0,1,"up",1
"10650","THAP7-AS1","THAP7 antisense RNA 1",1,0,1,"up",1
"10651","THAP9-AS1","THAP9 antisense RNA 1",0,1,1,"down",1
"10652","THBD","thrombomodulin",5,2,7,"up",0.714285714285714
"10653","THBS1","thrombospondin 1",7,4,11,"up",0.636363636363636
"10654","THBS2","thrombospondin 2",4,1,5,"up",0.8
"10655","THBS3","thrombospondin 3",3,0,3,"up",1
"10656","THBS4","thrombospondin 4",0,4,4,"down",1
"10657","THEM5","thioesterase superfamily member 5",1,0,1,"up",1
"10658","THEM6","thioesterase superfamily member 6",3,0,3,"up",1
"10659","THEMIS2","thymocyte selection associated family member 2",2,0,2,"up",1
"10660","THG1L","tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)",0,2,2,"down",1
"10661","THNSL2","threonine synthase-like 2 (bacterial)",1,0,1,"up",1
"10662","THOC1","THO complex 1",1,2,3,"down",0.666666666666667
"10663","THOC2","THO complex 2",2,1,3,"up",0.666666666666667
"10664","THOC3","THO complex 3",1,1,2,"down",0.5
"10665","THOC5","THO complex 5",2,2,4,"down",0.5
"10666","THOC6","THO complex 6",1,4,5,"down",0.8
"10667","THOP1","thimet oligopeptidase 1",0,1,1,"down",1
"10668","THPO","thrombopoietin",2,1,3,"up",0.666666666666667
"10669","THRAP3","thyroid hormone receptor associated protein 3",1,1,2,"down",0.5
"10670","THRB","thyroid hormone receptor beta",3,1,4,"up",0.75
"10671","THRIL","TNF and HNRNPL related immunoregulatory long non-coding RNA",1,0,1,"up",1
"10672","THSD1","thrombospondin, type I, domain 1",2,0,2,"up",1
"10673","THSD1P1","thrombospondin type 1 domain containing 1 pseudogene 1",0,1,1,"down",1
"10674","THSD4","thrombospondin, type I, domain containing 4",1,1,2,"down",0.5
"10675","THSD7A","thrombospondin, type I, domain containing 7A",2,1,3,"up",0.666666666666667
"10676","THUMPD1","THUMP domain containing 1",0,1,1,"down",1
"10677","THY1","thymus cell antigen 1, theta",2,1,3,"up",0.666666666666667
"10678","TIA1","cytotoxic granule-associated RNA binding protein 1",0,3,3,"down",1
"10679","TIAF1","TGFB1-induced anti-apoptotic factor 1",0,1,1,"down",1
"10680","TIAM1","T cell lymphoma invasion and metastasis 1",3,1,4,"up",0.75
"10681","TIAM2","T cell lymphoma invasion and metastasis 2",0,1,1,"down",1
"10682","TICAM1","toll-like receptor adaptor molecule 1",1,0,1,"up",1
"10683","TICRR","TOPBP1-interacting checkpoint and replication regulator",0,5,5,"down",1
"10684","TIE1","tyrosine kinase with immunoglobulin-like and EGF-like domains 1",2,0,2,"up",1
"10685","TIFA","TRAF-interacting protein with forkhead-associated domain",2,0,2,"up",1
"10686","TIGAR","Trp53 induced glycolysis regulatory phosphatase",2,0,2,"up",1
"10687","TIGD1","tigger transposable element derived 1",0,1,1,"down",1
"10688","TIGD2","tigger transposable element derived 2",0,1,1,"down",1
"10689","TIGD3","tigger transposable element derived 3",1,0,1,"up",1
"10690","TIGD7","tigger transposable element derived 7",1,0,1,"up",1
"10691","TIMELESS","timeless circadian clock 1",0,3,3,"down",1
"10692","TIMM10","translocase of inner mitochondrial membrane 10",0,2,2,"down",1
"10693","TIMM10B","translocase of inner mitochondrial membrane 10B",0,0,0,"down",NA
"10694","TIMM17A","translocase of inner mitochondrial membrane 17a",0,1,1,"down",1
"10695","TIMM17B","translocase of inner mitochondrial membrane 17b",0,1,1,"down",1
"10696","TIMM21","translocase of inner mitochondrial membrane 21",0,1,1,"down",1
"10697","TIMM29","translocase of inner mitochondrial membrane 29",0,0,0,"down",NA
"10698","TIMM44","translocase of inner mitochondrial membrane 44",0,1,1,"down",1
"10699","TIMM50","translocase of inner mitochondrial membrane 50",0,1,1,"down",1
"10700","TIMM8A","translocase of inner mitochondrial membrane 8A",0,1,1,"down",1
"10701","TIMM8B","translocase of inner mitochondrial membrane 8B",0,1,1,"down",1
"10702","TIMMDC1","translocase of inner mitochondrial membrane domain containing 1",1,1,2,"down",0.5
"10703","TIMP1","tissue inhibitor of metalloproteinase 1",10,3,13,"up",0.769230769230769
"10704","TIMP2","tissue inhibitor of metalloproteinase 2",6,1,7,"up",0.857142857142857
"10705","TIMP3","tissue inhibitor of metalloproteinase 3",1,1,2,"down",0.5
"10706","TIMP4","tissue inhibitor of metalloproteinase 4",0,2,2,"down",1
"10707","TINAGL1","tubulointerstitial nephritis antigen-like 1",2,3,5,"down",0.6
"10708","TINCR","TINCR ubiquitin domain containing",2,0,2,"up",1
"10709","TINF2","Terf1 (TRF1)-interacting nuclear factor 2",2,1,3,"up",0.666666666666667
"10710","TIPARP","TCDD-inducible poly(ADP-ribose) polymerase",2,1,3,"up",0.666666666666667
"10711","TIPIN","timeless interacting protein",0,3,3,"down",1
"10712","TIPRL","TIP41, TOR signalling pathway regulator-like (S. cerevisiae)",1,2,3,"down",0.666666666666667
"10713","TJAP1","tight junction associated protein 1",1,0,1,"up",1
"10714","TJP1","tight junction protein 1",0,1,1,"down",1
"10715","TJP2","tight junction protein 2",0,2,2,"down",1
"10716","TJP3","tight junction protein 3",1,0,1,"up",1
"10717","TK1","thymidine kinase 1",1,6,7,"down",0.857142857142857
"10718","TK2","thymidine kinase 2, mitochondrial",1,0,1,"up",1
"10719","TKT","transketolase",1,0,1,"up",1
"10720","TKTL1","transketolase-like 1",0,1,1,"down",1
"10721","TLCD1","TLC domain containing 1",1,0,1,"up",1
"10722","TLCD2","TLC domain containing 2",3,0,3,"up",1
"10723","TLCD3A","TLC domain containing 3A",0,0,0,"down",NA
"10724","TLCD3B","TLC domain containing 3B",0,0,0,"down",NA
"10725","TLE1","transducin-like enhancer of split 1",0,2,2,"down",1
"10726","TLE2","transducin-like enhancer of split 2",1,1,2,"down",0.5
"10727","TLE3","transducin-like enhancer of split 3",1,1,2,"down",0.5
"10728","TLE4","transducin-like enhancer of split 4",1,0,1,"up",1
"10729","TLE6","transducin-like enhancer of split 6",1,1,2,"down",0.5
"10730","TLK2","tousled-like kinase 2 (Arabidopsis)",1,0,1,"up",1
"10731","TLL2","tolloid-like 2",3,0,3,"up",1
"10732","TLN1","talin 1",2,0,2,"up",1
"10733","TLNRD1","talin rod domain containing 1",0,1,1,"down",1
"10734","TLR1","toll-like receptor 1",2,0,2,"up",1
"10735","TLR10","toll like receptor 10",1,0,1,"up",1
"10736","TLR2","toll-like receptor 2",3,1,4,"up",0.75
"10737","TLR3","toll-like receptor 3",4,1,5,"up",0.8
"10738","TLR4","toll-like receptor 4",7,2,9,"up",0.777777777777778
"10739","TLR5","toll-like receptor 5",1,1,2,"down",0.5
"10740","TLR6","toll-like receptor 6",1,1,2,"down",0.5
"10741","TLR9","toll-like receptor 9",1,1,2,"down",0.5
"10742","TLX1","T cell leukemia, homeobox 1",0,1,1,"down",1
"10743","TM2D1","TM2 domain containing 1",1,0,1,"up",1
"10744","TM4SF1","transmembrane 4 superfamily member 1",2,5,7,"down",0.714285714285714
"10745","TM4SF1-AS1","TM4SF1 antisense RNA 1",1,0,1,"up",1
"10746","TM4SF18","transmembrane 4 L six family member 18",0,2,2,"down",1
"10747","TM4SF19-AS1","TM4SF19 antisense RNA 1",1,0,1,"up",1
"10748","TM4SF20","transmembrane 4 L six family member 20",1,0,1,"up",1
"10749","TM4SF4","transmembrane 4 superfamily member 4",0,1,1,"down",1
"10750","TM6SF1","transmembrane 6 superfamily member 1",0,1,1,"down",1
"10751","TM6SF2","transmembrane 6 superfamily member 2",1,0,1,"up",1
"10752","TM7SF3","transmembrane 7 superfamily member 3",1,1,2,"down",0.5
"10753","TM9SF1","transmembrane 9 superfamily member 1",2,0,2,"up",1
"10754","TM9SF2","transmembrane 9 superfamily member 2",1,0,1,"up",1
"10755","TM9SF3","transmembrane 9 superfamily member 3",1,0,1,"up",1
"10756","TM9SF4","transmembrane 9 superfamily protein member 4",1,0,1,"up",1
"10757","TMA16","translation machinery associated 16",0,1,1,"down",1
"10758","TMBIM1","transmembrane BAX inhibitor motif containing 1",1,0,1,"up",1
"10759","TMC1","transmembrane channel-like gene family 1",2,0,2,"up",1
"10760","TMC3","transmembrane channel-like gene family 3",0,1,1,"down",1
"10761","TMC6","transmembrane channel-like gene family 6",1,1,2,"down",0.5
"10762","TMC7","transmembrane channel-like gene family 7",0,1,1,"down",1
"10763","TMCC2","transmembrane and coiled-coil domains 2",1,0,1,"up",1
"10764","TMCC3","transmembrane and coiled coil domains 3",1,1,2,"down",0.5
"10765","TMCO1","transmembrane and coiled-coil domains 1",2,0,2,"up",1
"10766","TMCO3","transmembrane and coiled-coil domains 3",1,0,1,"up",1
"10767","TMCO6","transmembrane and coiled-coil domains 6",0,1,1,"down",1
"10768","TMED10","transmembrane p24 trafficking protein 10",1,1,2,"down",0.5
"10769","TMED2","transmembrane p24 trafficking protein 2",1,3,4,"down",0.75
"10770","TMED3","transmembrane p24 trafficking protein 3",3,0,3,"up",1
"10771","TMED4","transmembrane p24 trafficking protein 4",1,0,1,"up",1
"10772","TMED7","transmembrane p24 trafficking protein 7",1,0,1,"up",1
"10773","TMED9","transmembrane p24 trafficking protein 9",1,0,1,"up",1
"10774","TMEFF1","transmembrane protein with EGF-like and two follistatin-like domains 1",1,0,1,"up",1
"10775","TMEFF2","transmembrane protein with EGF-like and two follistatin-like domains 2",2,0,2,"up",1
"10776","TMEM100","transmembrane protein 100",0,2,2,"down",1
"10777","TMEM102","transmembrane protein 102",1,0,1,"up",1
"10778","TMEM106A","transmembrane protein 106A",1,0,1,"up",1
"10779","TMEM106B","transmembrane protein 106B",0,1,1,"down",1
"10780","TMEM106C","transmembrane protein 106C",1,2,3,"down",0.666666666666667
"10781","TMEM107","transmembrane protein 107",1,2,3,"down",0.666666666666667
"10782","TMEM108","transmembrane protein 108",0,1,1,"down",1
"10783","TMEM109","transmembrane protein 109",1,1,2,"down",0.5
"10784","TMEM116","transmembrane protein 116",2,0,2,"up",1
"10785","TMEM117","transmembrane protein 117",1,0,1,"up",1
"10786","TMEM119","transmembrane protein 119",1,2,3,"down",0.666666666666667
"10787","TMEM121","transmembrane protein 121",1,0,1,"up",1
"10788","TMEM121B","transmembrane protein 121B",0,1,1,"down",1
"10789","TMEM123","transmembrane protein 123",0,1,1,"down",1
"10790","TMEM126A","transmembrane protein 126A",0,1,1,"down",1
"10791","TMEM126B","transmembrane protein 126B",1,0,1,"up",1
"10792","TMEM127","transmembrane protein 127",1,0,1,"up",1
"10793","TMEM129","transmembrane protein 129",1,0,1,"up",1
"10794","TMEM131","transmembrane protein 131",1,0,1,"up",1
"10795","TMEM132A","transmembrane protein 132A",3,0,3,"up",1
"10796","TMEM132B","transmembrane protein 132B",1,1,2,"down",0.5
"10797","TMEM132D","transmembrane protein 132D",0,1,1,"down",1
"10798","TMEM132E","transmembrane protein 132E",0,1,1,"down",1
"10799","TMEM134","transmembrane protein 134",1,0,1,"up",1
"10800","TMEM135","transmembrane protein 135",1,1,2,"down",0.5
"10801","TMEM139","transmembrane protein 139",2,0,2,"up",1
"10802","TMEM141","transmembrane protein 141",1,2,3,"down",0.666666666666667
"10803","TMEM143","transmembrane protein 143",1,1,2,"down",0.5
"10804","TMEM144","transmembrane protein 144",2,0,2,"up",1
"10805","TMEM145","transmembrane protein 145",0,1,1,"down",1
"10806","TMEM147","transmembrane protein 147",1,0,1,"up",1
"10807","TMEM14A","transmembrane protein 14A",0,1,1,"down",1
"10808","TMEM14B","transmembrane protein 14B",0,2,2,"down",1
"10809","TMEM14C","transmembrane protein 14C",1,0,1,"up",1
"10810","TMEM150A","transmembrane protein 150A",2,0,2,"up",1
"10811","TMEM150C","transmembrane protein 150C",1,0,1,"up",1
"10812","TMEM151A","transmembrane protein 151A",2,0,2,"up",1
"10813","TMEM151B","transmembrane protein 151B",2,0,2,"up",1
"10814","TMEM154","transmembrane protein 154",1,1,2,"down",0.5
"10815","TMEM156","transmembrane protein 156",0,1,1,"down",1
"10816","TMEM158","transmembrane protein 158",2,1,3,"up",0.666666666666667
"10817","TMEM159","transmembrane protein 159",4,0,4,"up",1
"10818","TMEM161B-AS1","TMEM161B antisense RNA 1",0,1,1,"down",1
"10819","TMEM163","transmembrane protein 163",0,1,1,"down",1
"10820","TMEM165","transmembrane protein 165",0,1,1,"down",1
"10821","TMEM167A","transmembrane protein 167A",1,0,1,"up",1
"10822","TMEM167B","transmembrane protein 167B",1,0,1,"up",1
"10823","TMEM169","transmembrane protein 169",1,0,1,"up",1
"10824","TMEM17","transmembrane protein 17",1,0,1,"up",1
"10825","TMEM170A","transmembrane protein 170A",1,1,2,"down",0.5
"10826","TMEM170B","transmembrane protein 170B",2,1,3,"up",0.666666666666667
"10827","TMEM171","transmembrane protein 171",1,0,1,"up",1
"10828","TMEM175","transmembrane protein 175",1,0,1,"up",1
"10829","TMEM176A","transmembrane protein 176A",0,1,1,"down",1
"10830","TMEM176B","transmembrane protein 176B",0,2,2,"down",1
"10831","TMEM177","transmembrane protein 177",0,2,2,"down",1
"10832","TMEM178A","transmembrane protein 178A",3,0,3,"up",1
"10833","TMEM178B","transmembrane protein 178B",1,0,1,"up",1
"10834","TMEM179","transmembrane protein 179",1,1,2,"down",0.5
"10835","TMEM179B","transmembrane protein 179B",1,0,1,"up",1
"10836","TMEM18","transmembrane protein 18",0,2,2,"down",1
"10837","TMEM183A","transmembrane protein 183A",1,0,1,"up",1
"10838","TMEM184A","transmembrane protein 184a",2,1,3,"up",0.666666666666667
"10839","TMEM184B","transmembrane protein 184b",1,1,2,"down",0.5
"10840","TMEM185A","transmembrane protein 185A",1,0,1,"up",1
"10841","TMEM185B","transmembrane protein 185B",1,0,1,"up",1
"10842","TMEM187","transmembrane protein 187",1,0,1,"up",1
"10843","TMEM19","transmembrane protein 19",1,0,1,"up",1
"10844","TMEM192","transmembrane protein 192",1,0,1,"up",1
"10845","TMEM198","transmembrane protein 198",1,0,1,"up",1
"10846","TMEM198B","transmembrane protein 198b",1,0,1,"up",1
"10847","TMEM200A","transmembrane protein 200A",1,0,1,"up",1
"10848","TMEM200B","transmembrane protein 200B",0,2,2,"down",1
"10849","TMEM200C","transmembrane protein 200C",0,1,1,"down",1
"10850","TMEM201","transmembrane protein 201",0,1,1,"down",1
"10851","TMEM205","transmembrane protein 205",1,0,1,"up",1
"10852","TMEM209","transmembrane protein 209",0,1,1,"down",1
"10853","TMEM214","transmembrane protein 214",2,1,3,"up",0.666666666666667
"10854","TMEM216","transmembrane protein 216",0,1,1,"down",1
"10855","TMEM217","transmembrane protein 217",1,0,1,"up",1
"10856","TMEM218","transmembrane protein 218",0,2,2,"down",1
"10857","TMEM219","transmembrane protein 219",1,0,1,"up",1
"10858","TMEM220","transmembrane protein 220",0,1,1,"down",1
"10859","TMEM221","transmembrane protein 221",0,1,1,"down",1
"10860","TMEM223","transmembrane protein 223",0,2,2,"down",1
"10861","TMEM225B","transmembrane protein 225B",0,1,1,"down",1
"10862","TMEM229B","transmembrane protein 229B",4,0,4,"up",1
"10863","TMEM230","transmembrane protein 230",0,1,1,"down",1
"10864","TMEM231","transmembrane protein 231",0,1,1,"down",1
"10865","TMEM233","transmembrane protein 233",2,0,2,"up",1
"10866","TMEM234","transmembrane protein 234",0,1,1,"down",1
"10867","TMEM236","transmembrane protein 236",1,0,1,"up",1
"10868","TMEM240","transmembrane protein 240",0,1,1,"down",1
"10869","TMEM241","transmembrane protein 241",1,1,2,"down",0.5
"10870","TMEM245","transmembrane protein 245",2,0,2,"up",1
"10871","TMEM25","transmembrane protein 25",1,0,1,"up",1
"10872","TMEM250","transmembrane protein 250",0,0,0,"down",NA
"10873","TMEM251","transmembrane protein 251",1,0,1,"up",1
"10874","TMEM253","transmembrane protein 253",1,0,1,"up",1
"10875","TMEM254-AS1","TMEM254 antisense RNA 1",1,0,1,"up",1
"10876","TMEM255A","transmembrane protein 255A",2,1,3,"up",0.666666666666667
"10877","TMEM255B","transmembrane protein 255B",1,0,1,"up",1
"10878","TMEM256","transmembrane protein 256",0,1,1,"down",1
"10879","TMEM259","transmembrane protein 259",2,0,2,"up",1
"10880","TMEM260","transmembrane protein 260",0,1,1,"down",1
"10881","TMEM263","transmembrane protein 263",0,0,0,"down",NA
"10882","TMEM268","transmembrane protein 268",0,1,1,"down",1
"10883","TMEM30A","transmembrane protein 30A",5,0,5,"up",1
"10884","TMEM33","transmembrane protein 33",1,2,3,"down",0.666666666666667
"10885","TMEM35A","transmembrane protein 35A",0,0,0,"down",NA
"10886","TMEM35B","transmembrane protein 35B",1,0,1,"up",1
"10887","TMEM37","transmembrane protein 37",2,1,3,"up",0.666666666666667
"10888","TMEM38A","transmembrane protein 38A",2,0,2,"up",1
"10889","TMEM38B","transmembrane protein 38B",1,0,1,"up",1
"10890","TMEM39A","transmembrane protein 39a",1,1,2,"down",0.5
"10891","TMEM39B","transmembrane protein 39b",0,2,2,"down",1
"10892","TMEM40","transmembrane protein 40",1,0,1,"up",1
"10893","TMEM41A","transmembrane protein 41a",1,0,1,"up",1
"10894","TMEM41B","transmembrane protein 41B",0,1,1,"down",1
"10895","TMEM42","transmembrane protein 42",2,0,2,"up",1
"10896","TMEM45A","transmembrane protein 45a",2,0,2,"up",1
"10897","TMEM47","transmembrane protein 47",2,2,4,"down",0.5
"10898","TMEM50A","transmembrane protein 50A",1,0,1,"up",1
"10899","TMEM50B","transmembrane protein 50B",1,1,2,"down",0.5
"10900","TMEM51","transmembrane protein 51",2,0,2,"up",1
"10901","TMEM51-AS1","TMEM51 antisense RNA 1",1,1,2,"down",0.5
"10902","TMEM53","transmembrane protein 53",0,1,1,"down",1
"10903","TMEM54","transmembrane protein 54",1,0,1,"up",1
"10904","TMEM59","transmembrane protein 59",2,1,3,"up",0.666666666666667
"10905","TMEM59L","transmembrane protein 59-like",3,0,3,"up",1
"10906","TMEM63B","transmembrane protein 63b",2,0,2,"up",1
"10907","TMEM63C","transmembrane protein 63c",1,0,1,"up",1
"10908","TMEM65","transmembrane protein 65",0,2,2,"down",1
"10909","TMEM68","transmembrane protein 68",1,0,1,"up",1
"10910","TMEM71","transmembrane protein 71",0,1,1,"down",1
"10911","TMEM79","transmembrane protein 79",2,0,2,"up",1
"10912","TMEM80","transmembrane protein 80",1,0,1,"up",1
"10913","TMEM86A","transmembrane protein 86A",3,0,3,"up",1
"10914","TMEM87B","transmembrane protein 87B",2,0,2,"up",1
"10915","TMEM8B","transmembrane protein 8B",1,0,1,"up",1
"10916","TMEM91","transmembrane protein 91",1,0,1,"up",1
"10917","TMEM92","transmembrane protein 92",0,1,1,"down",1
"10918","TMEM97","transmembrane protein 97",1,1,2,"down",0.5
"10919","TMEM98","transmembrane protein 98",1,1,2,"down",0.5
"10920","TMEM9B","TMEM9 domain family, member B",1,0,1,"up",1
"10921","TMEM9B-AS1","TMEM9B antisense RNA 1",1,0,1,"up",1
"10922","TMF1","TATA element modulatory factor 1",0,1,1,"down",1
"10923","TMIE","transmembrane inner ear",2,0,2,"up",1
"10924","TMOD1","tropomodulin 1",2,1,3,"up",0.666666666666667
"10925","TMOD2","tropomodulin 2",2,0,2,"up",1
"10926","TMOD3","tropomodulin 3",0,1,1,"down",1
"10927","TMOD4","tropomodulin 4",1,0,1,"up",1
"10928","TMPO","thymopoietin",0,5,5,"down",1
"10929","TMPO-AS1","TMPO antisense RNA 1",0,1,1,"down",1
"10930","TMPRSS4","transmembrane protease, serine 4",1,0,1,"up",1
"10931","TMPRSS5","transmembrane protease, serine 5 (spinesin)",0,1,1,"down",1
"10932","TMPRSS7","transmembrane serine protease 7",1,0,1,"up",1
"10933","TMPRSS9","transmembrane protease, serine 9",1,0,1,"up",1
"10934","TMSB15A","thymosin beta 15a",0,4,4,"down",1
"10935","TMSB15B","thymosin beta 15B",0,2,2,"down",1
"10936","TMSB4X","thymosin, beta 4, X chromosome",0,3,3,"down",1
"10937","TMSB4Y","thymosin beta 4 Y-linked",0,1,1,"down",1
"10938","TMTC1","transmembrane and tetratricopeptide repeat containing 1",1,1,2,"down",0.5
"10939","TMTC2","transmembrane and tetratricopeptide repeat containing 2",1,1,2,"down",0.5
"10940","TMTC3","transmembrane and tetratricopeptide repeat containing 3",2,0,2,"up",1
"10941","TMTC4","transmembrane and tetratricopeptide repeat containing 4",0,2,2,"down",1
"10942","TMX1","thioredoxin-related transmembrane protein 1",1,1,2,"down",0.5
"10943","TMX2","thioredoxin-related transmembrane protein 2",1,0,1,"up",1
"10944","TMX3","thioredoxin-related transmembrane protein 3",1,0,1,"up",1
"10945","TMX4","thioredoxin-related transmembrane protein 4",1,1,2,"down",0.5
"10946","TNC","tenascin C",1,5,6,"down",0.833333333333333
"10947","TNF","tumor necrosis factor",48,7,55,"up",0.872727272727273
"10948","TNFAIP1","tumor necrosis factor, alpha-induced protein 1 (endothelial)",1,0,1,"up",1
"10949","TNFAIP2","tumor necrosis factor, alpha-induced protein 2",1,0,1,"up",1
"10950","TNFAIP3","tumor necrosis factor, alpha-induced protein 3",3,1,4,"up",0.75
"10951","TNFAIP6","tumor necrosis factor alpha induced protein 6",2,0,2,"up",1
"10952","TNFAIP8","tumor necrosis factor, alpha-induced protein 8",1,0,1,"up",1
"10953","TNFAIP8L1","tumor necrosis factor, alpha-induced protein 8-like 1",0,3,3,"down",1
"10954","TNFAIP8L3","tumor necrosis factor, alpha-induced protein 8-like 3",4,0,4,"up",1
"10955","TNFRSF10A","TNF receptor superfamily member 10a",1,1,2,"down",0.5
"10956","TNFRSF10B","tumor necrosis factor receptor superfamily, member 10b",3,1,4,"up",0.75
"10957","TNFRSF10C","TNF receptor superfamily member 10c",4,1,5,"up",0.8
"10958","TNFRSF10D","TNF receptor superfamily member 10d",6,0,6,"up",1
"10959","TNFRSF11A","tumor necrosis factor receptor superfamily, member 11a, NFKB activator",1,1,2,"down",0.5
"10960","TNFRSF11B","tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)",2,0,2,"up",1
"10961","TNFRSF12A","tumor necrosis factor receptor superfamily, member 12a",3,3,6,"down",0.5
"10962","TNFRSF13C","tumor necrosis factor receptor superfamily, member 13c",0,1,1,"down",1
"10963","TNFRSF14","tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)",2,0,2,"up",1
"10964","TNFRSF18","tumor necrosis factor receptor superfamily, member 18",1,0,1,"up",1
"10965","TNFRSF19","tumor necrosis factor receptor superfamily, member 19",0,2,2,"down",1
"10966","TNFRSF1A","tumor necrosis factor receptor superfamily, member 1a",4,2,6,"up",0.666666666666667
"10967","TNFRSF1B","tumor necrosis factor receptor superfamily, member 1b",3,3,6,"down",0.5
"10968","TNFRSF21","tumor necrosis factor receptor superfamily, member 21",3,2,5,"up",0.6
"10969","TNFRSF25","tumor necrosis factor receptor superfamily, member 25",1,0,1,"up",1
"10970","TNFRSF6B","TNF receptor superfamily member 6b",0,1,1,"down",1
"10971","TNFRSF8","tumor necrosis factor receptor superfamily, member 8",0,1,1,"down",1
"10972","TNFRSF9","tumor necrosis factor receptor superfamily, member 9",2,0,2,"up",1
"10973","TNFSF10","tumor necrosis factor (ligand) superfamily, member 10",5,3,8,"up",0.625
"10974","TNFSF11","tumor necrosis factor (ligand) superfamily, member 11",5,0,5,"up",1
"10975","TNFSF12","tumor necrosis factor (ligand) superfamily, member 12",1,0,1,"up",1
"10976","TNFSF13","tumor necrosis factor (ligand) superfamily, member 13",0,1,1,"down",1
"10977","TNFSF13B","tumor necrosis factor (ligand) superfamily, member 13b",3,4,7,"down",0.571428571428571
"10978","TNFSF15","tumor necrosis factor (ligand) superfamily, member 15",4,1,5,"up",0.8
"10979","TNFSF18","tumor necrosis factor (ligand) superfamily, member 18",1,0,1,"up",1
"10980","TNFSF4","tumor necrosis factor (ligand) superfamily, member 4",1,1,2,"down",0.5
"10981","TNFSF8","tumor necrosis factor (ligand) superfamily, member 8",2,0,2,"up",1
"10982","TNFSF9","tumor necrosis factor (ligand) superfamily, member 9",2,0,2,"up",1
"10983","TNIK","TRAF2 and NCK interacting kinase",1,0,1,"up",1
"10984","TNIP1","TNFAIP3 interacting protein 1",2,0,2,"up",1
"10985","TNIP2","TNFAIP3 interacting protein 2",1,0,1,"up",1
"10986","TNIP3","TNFAIP3 interacting protein 3",1,1,2,"down",0.5
"10987","TNKS1BP1","tankyrase 1 binding protein 1",4,0,4,"up",1
"10988","TNMD","tenomodulin",0,1,1,"down",1
"10989","TNN","tenascin N",1,0,1,"up",1
"10990","TNNC1","troponin C, cardiac/slow skeletal",2,0,2,"up",1
"10991","TNNI2","troponin I, skeletal, fast 2",1,0,1,"up",1
"10992","TNP1","transition protein 1",1,0,1,"up",1
"10993","TNPO1","transportin 1",2,0,2,"up",1
"10994","TNPO2","transportin 2 (importin 3, karyopherin beta 2b)",2,0,2,"up",1
"10995","TNPO3","transportin 3",0,1,1,"down",1
"10996","TNRC18P2","trinucleotide repeat containing 18 pseudogene 2",0,2,2,"down",1
"10997","TNRC6A","trinucleotide repeat containing 6a",1,2,3,"down",0.666666666666667
"10998","TNRC6B","trinucleotide repeat containing 6b",1,0,1,"up",1
"10999","TNRC6C","trinucleotide repeat containing 6C",0,2,2,"down",1
"11000","TNS1","tensin 1",2,1,3,"up",0.666666666666667
"11001","TNS2","tensin 2",1,1,2,"down",0.5
"11002","TNS3","tensin 3",2,1,3,"up",0.666666666666667
"11003","TNS4","tensin 4",1,0,1,"up",1
"11004","TNXB","tenascin XB",1,1,2,"down",0.5
"11005","TOB1","transducer of ErbB-2.1",2,0,2,"up",1
"11006","TOE1","target of EGR1, member 1 (nuclear)",0,1,1,"down",1
"11007","TOLLIP","toll interacting protein",2,0,2,"up",1
"11008","TOM1","target of myb1 trafficking protein",2,0,2,"up",1
"11009","TOM1L1","target of myb1-like 1 (chicken)",0,1,1,"down",1
"11010","TOM1L2","target of myb1-like 2 (chicken)",1,0,1,"up",1
"11011","TOMM20","translocase of outer mitochondrial membrane 20",3,0,3,"up",1
"11012","TOMM22","translocase of outer mitochondrial membrane 22",0,2,2,"down",1
"11013","TOMM34","translocase of outer mitochondrial membrane 34",1,1,2,"down",0.5
"11014","TOMM40","translocase of outer mitochondrial membrane 40",0,2,2,"down",1
"11015","TOMM7","translocase of outer mitochondrial membrane 7",2,0,2,"up",1
"11016","TOMM70","translocase of outer mitochondrial membrane 70",0,1,1,"down",1
"11017","TONSL","tonsoku-like, DNA repair protein",0,2,2,"down",1
"11018","TOP1","topoisomerase (DNA) I",2,1,3,"up",0.666666666666667
"11019","TOP2A","topoisomerase (DNA) II alpha",0,10,10,"down",1
"11020","TOP2B","topoisomerase (DNA) II beta",0,2,2,"down",1
"11021","TOP3A","topoisomerase (DNA) III alpha",0,2,2,"down",1
"11022","TOP3B","topoisomerase (DNA) III beta",1,0,1,"up",1
"11023","TOPBP1","topoisomerase (DNA) II binding protein 1",1,3,4,"down",0.75
"11024","TOPORS","topoisomerase I binding, arginine/serine-rich",1,0,1,"up",1
"11025","TOR1A","torsin family 1, member A (torsin A)",2,0,2,"up",1
"11026","TOR1AIP1","torsin A interacting protein 1",1,1,2,"down",0.5
"11027","TOR1AIP2","torsin A interacting protein 2",2,0,2,"up",1
"11028","TOR1B","torsin family 1, member B",2,0,2,"up",1
